,class_name,class_description,word_count_class_name,class_name_cleaned,label,additional_labels
68,Katonah flow,"Katonah is a practice of organizing the body for a better fit, function and fluidity. in katonah flow, as in vinyasa flow, we move with the breath, utilizing repetition to build to challenging shapes. but unlike vinyasa, we explore a different form of alignment, wherein your body serves as your greatest tool of measure – you are made to fit yourself. some classes will feel slow and steady, others more fast-paced and vigorous. all will challenge your body and mind and engage your imagination.
This class is heated to 90 degrees.",2,katonah flow,flow,[]
69,Tangerine flow+,"Tangerine flow+ is an amplified version of our tangerine flow class, with challenging sequences and an invitation to explore more advanced poses.
This class is heated to 95 degrees.",2,tangerine flow,flow,[]
70,All Levels Gentle Flow,"Connect with your body, your breath & your spirit.  You will center & ground your body through, breath work, fascia release exercises, followed by a steady flow of postures to build strength, balance, and flexibility. Class ends with a relaxation poses. Great class if you are looking to de-stress and gain flexibility,  a recovering from an injury,  are brand new to movement with minimal flexibility, students recovering from illness or injury and mothers to be and mothers returning after at least 6 weeks from birth.",4,all level gentle flow,flow,[]
71,Gentle Flow,"Connect with your body, your breath & your spirit.  You will center & ground your body through, breath work, and fascia release exercises, followed by a steady flow of postures to build strength, balance, and flexibility. Class ends with a relaxation poses. Great class if you are looking to de-stress and gain flexibility,  a recovering from an injury,  are brand new to movement with minimal flexibility, students recovering from illness or injury and mothers to be and mothers returning after at least 6 weeks from birth.

This is a Non-Heated class.

Studio door locks once class begins. There is no late entry into class.

Suggestions for home practice: bring yoga blocks, bolsters or pillows and a blanket.",2,gentle flow,flow,[]
72,Gentle Flow,This more nuanced vinyasa flow class is recommended for all levels of practitioners seeking a steady and integrated experience. Asanas are practiced at a slower pace with mindful suggestions for alignment and details of technique. This class is open to any practitioners curious to explore their mind body connection in new ways.Rejuvenate your natural rhythm and harmony by building awareness of the breath and gradually strengthening and stretching the body.,2,gentle flow,flow,[]
73,Flow,"Perfect for student with a foundation of the yoga practice and comfortable practicing intermediate level poses. Flow yoga is a style of yoga that links poses together, breath to movement, and uses a vinyasa- plank to yoga push-up to upward facing dog to downward facing dog- between pose and sequences.",1,flow,flow,[]
74,Afterwork Gentle Flow,"Grow and strengthen your practice with this gentle afterwork Hatha based flow. You'll blend traditional technique with creative sequencing to keep your practice fresh and versatile, as you gently move from one pose to the next, incorporating breath work and slow movement.
 
This class is great for all levels including seniors and people recovering from injury. We have props available to assist and chairs if needed.",3,afterwork gentle flow,flow,[]
75,Arise and Flow,"A meditative, flowing practice that engages all levels of your being. Classes balance strength and mobility, alignment and awareness. Enjoy an inspiring and grounding start to your day!",3,arise and flow,flow,[]
76,Mindful Movement Flow,Mindful Movement Flow class is designed to slow down the practice of Yoga while connecting the breath with the body and mind as you move through the poses leaving room for self-reflection and contemplation. Encouraged for beginner and good for all levels.,3,mindful movement flow,flow,[]
77,Get Up & Flow,"Get Up & Flow is fresh and invigorating - the perfect way to start your day. This class will replace your morning cup of coffee, easing you into an active practice without the jitters, setting your body and mind up for success regardless of what the day may hold.",4,get up flow,flow,[]
78,Morning Slow Flow,"Ease into your day with gentle breathful movement, meditation, and sound healing to show your body care, allow yourself to play, and refresh the nervous system. ",3,morning slow flow,flow,[]
79,Animal Flow,"Animal Flow is a ground-based movement program designed to connect you with your body, allowing you to move more intelligently. Animal Flow can be used to improve coordination, balance, stability, mobility, flexibility, strength, and stamina, all while having fun at the same time!

Besides some floor space, zero equipment is needed and persons of all ages and fitness levels can learn and master animal flow.",2,animal flow,flow,[]
80,Inversion Flow,"Inverted yoga poses are physical shapes that move the hips above the head and the heart. From restorative postures like a supported bridge, forward fold, and downward facing dog to active inversions like handstand, crow pose, and forearm stand.  

Inverted yoga poses can help to strengthen your arms, build power in your legs, tone the muscles of your back, enhance core abdominal engagement, improve your sense of balance, and can even help stimulate healthy circulation. Getting upside down in yoga also allows the body to work with gravity to provide the brain with more oxygen and blood which has the potential to improve mental function and feel more energized!

We become accustomed to seeing the world from a certain vantage point and yoga inversions teach us to shake up our old point of view and find new ways to approach situations in life on and off of the mat.",2,inversion flow,flow,[]
